"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","minstay","latitude","longitude","last_modified"
"2200",7615490,36128883,"Entire home/apt",NA,"West of Twin Peaks",145,5,4,1,265,NA,37.73537,-122.44378,"2017-04-08 19:02:31.676068"
"2201",4571468,23672900,"Entire home/apt",NA,"Mission",123,5,2,0,235,NA,37.759723,-122.4235,"2017-04-08 19:02:29.978517"
"2202",5007321,891427,"Entire home/apt",NA,"Mission",104,5,6,3,239,NA,37.765608,-122.420059,"2017-04-08 19:04:14.272546"
"2203",2592518,13272223,"Entire home/apt",NA,"South of Market",117,5,5,2,300,NA,37.776687,-122.409271,"2017-04-08 19:03:48.268198"
"2204",7370012,2792001,"Entire home/apt",NA,"Inner Richmond",108,5,8,3,292,NA,37.773819,-122.465601,"2017-04-08 19:03:42.052638"
"2205",297897,1535770,"Entire home/apt",NA,"Outer Sunset",125,5,6,2,265,NA,37.75737,-122.506194,"2017-04-08 19:02:28.357005"
"2206",1525137,7390100,"Entire home/apt",NA,"Pacific Heights",137,5,3,1,210,NA,37.787788,-122.443928,"2017-04-08 19:02:26.933638"
"2207",207980,1023546,"Entire home/apt",NA,"Noe Valley",211,5,8,3,295,NA,37.744459,-122.437757,"2017-04-08 19:02:25.137734"
"2208",3138935,5391643,"Entire home/apt",NA,"Haight Ashbury",114,4,5,2,213,NA,37.774244,-122.45159,"2017-04-08 19:02:24.144447"
"2209",3689368,15698216,"Entire home/apt",NA,"Bayview",183,4.5,6,2,224,NA,37.728375,-122.397801,"2017-04-08 19:02:24.128135"
"2210",142177,656263,"Entire home/apt",NA,"Outer Richmond",152,5,4,2,275,NA,37.784706,-122.48125,"2017-04-08 19:02:22.719855"
"2211",1484792,5192660,"Entire home/apt",NA,"Downtown/Civic Center",130,5,2,1,250,NA,37.777946,-122.421777,"2017-04-08 19:02:22.711255"
"2212",8584000,5580766,"Entire home/apt",NA,"Western Addition",113,5,4,1,250,NA,37.773965,-122.427833,"2017-04-08 19:02:21.136509"
"2213",4957143,1792703,"Entire home/apt",NA,"Western Addition",108,5,2,1,225,NA,37.778675,-122.434805,"2017-04-08 19:02:21.109729"
"2214",2074584,301914,"Entire home/apt",NA,"Mission",123,5,2,0,206,NA,37.760253,-122.416631,"2017-04-08 19:02:21.098360"
"2215",2430258,2670625,"Entire home/apt",NA,"Outer Sunset",111,4.5,6,3,195,NA,37.746485,-122.506014,"2017-04-08 18:59:08.422839"
"2216",4026354,20860681,"Entire home/apt",NA,"Parkside",131,4.5,4,2,189,NA,37.744742,-122.490847,"2017-04-08 18:56:52.114649"
"2217",61333,296704,"Entire home/apt",NA,"South of Market",150,4.5,3,1,200,NA,37.772638,-122.421112,"2017-04-08 18:56:30.108033"
"2218",5202841,26914130,"Entire home/apt",NA,"Russian Hill",116,4.5,4,1,250,NA,37.802195,-122.421711,"2017-04-08 19:02:52.017566"
"2219",232492,1216300,"Entire home/apt",NA,"Nob Hill",144,5,4,1,259,NA,37.790649,-122.41828,"2017-04-08 19:02:50.862198"
"2220",1462428,6203265,"Entire home/apt",NA,"Castro/Upper Market",120,4.5,4,1,199,NA,37.768534,-122.431834,"2017-04-08 18:53:37.308462"
"2221",33577,145258,"Entire home/apt",NA,"Potrero Hill",490,5,2,1,200,NA,37.765146,-122.397501,"2017-04-08 18:53:32.997067"
"2222",918341,145258,"Entire home/apt",NA,"Potrero Hill",309,5,2,1,200,NA,37.763699,-122.397355,"2017-04-08 18:53:29.720439"
"2223",2395993,303169,"Entire home/apt",NA,"Castro/Upper Market",156,5,3,1,186,NA,37.757548,-122.442713,"2017-04-08 18:53:21.387002"
"2224",3793831,19205444,"Entire home/apt",NA,"Castro/Upper Market",117,5,3,1,189,NA,37.765123,-122.4268,"2017-04-08 18:53:21.363310"
"2225",1271318,2703731,"Entire home/apt",NA,"Castro/Upper Market",180,5,2,1,189,NA,37.757081,-122.434119,"2017-04-08 18:53:21.359004"
"2226",4959980,25419840,"Entire home/apt",NA,"Outer Sunset",149,4.5,5,2,190,NA,37.756128,-122.484558,"2017-04-08 18:53:21.350981"
"2227",1343385,4991006,"Entire home/apt",NA,"Western Addition",107,5,2,1,185,NA,37.785816,-122.444091,"2017-04-08 18:53:21.337477"
"2228",53934,252376,"Entire home/apt",NA,"Downtown/Civic Center",224,5,4,2,200,NA,37.787755,-122.416344,"2017-04-08 18:53:19.014994"
"2229",1277771,6954280,"Entire home/apt",NA,"Inner Richmond",261,4.5,6,2,190,NA,37.785236,-122.476276,"2017-04-08 18:53:17.878225"
"2230",1669283,8839111,"Entire home/apt",NA,"Russian Hill",136,4.5,4,2,185,NA,37.798026,-122.411509,"2017-04-08 18:53:00.054016"
"2231",2783251,14235899,"Entire home/apt",NA,"Russian Hill",106,5,2,1,185,NA,37.804158,-122.418708,"2017-04-08 18:52:56.451834"
"2232",33578,145258,"Entire home/apt",NA,"Potrero Hill",439,5,2,1,200,NA,37.765256,-122.397305,"2017-04-08 18:52:51.298221"
"2233",2736358,8638224,"Entire home/apt",NA,"Haight Ashbury",163,5,3,1,185,NA,37.767465,-122.444827,"2017-04-08 18:52:49.824719"
"2234",288213,1498483,"Entire home/apt",NA,"Potrero Hill",111,5,2,1,190,NA,37.759713,-122.388333,"2017-04-08 18:52:46.779694"
"2235",581216,2860364,"Entire home/apt",NA,"Marina",189,5,5,3,196,NA,37.801718,-122.435013,"2017-04-08 18:52:45.151830"
"2236",5446565,10618159,"Entire home/apt",NA,"Mission",124,4.5,6,1,180,NA,37.769998,-122.419841,"2017-04-08 18:36:42.449968"
"2237",6261758,5721831,"Entire home/apt",NA,"Western Addition",110,4.5,5,2,145,NA,37.77467,-122.437775,"2017-04-08 18:36:08.184767"
"2238",205842,145258,"Entire home/apt",NA,"Potrero Hill",488,5,2,1,200,NA,37.764874,-122.397627,"2017-04-08 18:54:30.277366"
"2239",727969,3729230,"Entire home/apt",NA,"Noe Valley",157,5,5,1,200,NA,37.75354,-122.433717,"2017-04-08 18:54:00.755639"
"2240",5548977,6076870,"Entire home/apt",NA,"Outer Richmond",144,5,6,0,195,NA,37.780934,-122.494251,"2017-04-08 18:53:52.052135"
"2241",3578499,10453773,"Entire home/apt",NA,"Bernal Heights",172,5,2,1,149,NA,37.738397,-122.414988,"2017-04-08 18:35:48.540125"
"2242",840986,1666770,"Entire home/apt",NA,"Bernal Heights",131,5,2,1,145,NA,37.746409,-122.411628,"2017-04-08 18:35:32.255612"
"2243",1984709,10240163,"Entire home/apt",NA,"Outer Sunset",246,5,2,0,155,NA,37.762609,-122.501462,"2017-04-08 18:33:48.539889"
"2244",5091663,5603061,"Entire home/apt",NA,"Castro/Upper Market",166,4.5,2,1,150,NA,37.7586,-122.431182,"2017-04-08 18:33:47.399725"
"2245",4297539,7281723,"Entire home/apt",NA,"Mission",119,5,3,0,165,NA,37.756491,-122.418516,"2017-04-08 18:33:45.779665"
"2246",8187662,43189467,"Entire home/apt",NA,"Marina",118,5,2,1,178,NA,37.806568,-122.435009,"2017-04-08 18:33:44.521027"
"2247",713877,3675617,"Entire home/apt",NA,"Inner Sunset",314,4.5,5,1,145,NA,37.763695,-122.453037,"2017-04-08 18:33:43.030047"
"2248",4730653,6495911,"Entire home/apt",NA,"Noe Valley",110,4.5,2,1,149,NA,37.749308,-122.435677,"2017-04-08 18:33:43.008081"
"2249",3506164,46,"Entire home/apt",NA,"Noe Valley",192,5,2,1,175,NA,37.751263,-122.42606,"2017-04-08 18:33:41.367280"
"2250",878935,4645827,"Entire home/apt",NA,"Inner Sunset",159,5,4,2,177,NA,37.764645,-122.467802,"2017-04-08 18:33:41.347186"
"2251",1053945,5803665,"Entire home/apt",NA,"Haight Ashbury",130,4.5,2,1,150,NA,37.770601,-122.450745,"2017-04-08 18:33:41.340830"
"2252",7845599,13320132,"Entire home/apt",NA,"Western Addition",110,5,4,0,150,NA,37.772897,-122.435601,"2017-04-08 18:33:40.103804"
"2253",1855096,9011470,"Entire home/apt",NA,"Potrero Hill",162,5,4,1,190,NA,37.764579,-122.393354,"2017-04-08 18:52:44.009188"
"2254",1336450,5102955,"Entire home/apt",NA,"Bernal Heights",150,5,4,2,190,NA,37.74592,-122.419971,"2017-04-08 18:52:42.399249"
"2255",487499,1682183,"Entire home/apt",NA,"Mission",169,5,2,1,195,NA,37.760986,-122.42183,"2017-04-08 18:52:35.535397"
"2256",488359,2416427,"Entire home/apt",NA,"Castro/Upper Market",145,5,2,1,195,NA,37.762142,-122.431482,"2017-04-08 18:52:34.022400"
"2257",9340256,48476780,"Entire home/apt",NA,"Haight Ashbury",113,5,2,1,185,NA,37.776017,-122.440529,"2017-04-08 18:52:33.998336"
"2258",166199,792371,"Entire home/apt",NA,"Castro/Upper Market",115,5,4,1,195,NA,37.761936,-122.432392,"2017-04-08 18:52:33.982672"
"2259",440179,928179,"Entire home/apt",NA,"Inner Richmond",167,5,2,1,180,NA,37.775764,-122.473451,"2017-04-08 18:39:30.238594"
"2260",3481025,16933260,"Entire home/apt",NA,"Outer Richmond",154,4.5,4,1,154,NA,37.773909,-122.479721,"2017-04-08 18:39:28.644562"
"2261",1460628,7828423,"Entire home/apt",NA,"Inner Richmond",101,4.5,4,1,150,NA,37.778783,-122.462565,"2017-04-08 18:39:19.858701"
"2262",2356531,5101368,"Entire home/apt",NA,"Nob Hill",198,4.5,3,0,169,NA,37.791,-122.418702,"2017-04-08 18:33:40.092622"
"2263",4013746,93238,"Entire home/apt",NA,"Outer Sunset",143,5,4,0,145,NA,37.750854,-122.478961,"2017-04-08 18:33:40.070593"
"2264",3759368,17120264,"Entire home/apt",NA,"Castro/Upper Market",161,5,3,0,165,NA,37.766103,-122.435198,"2017-04-08 18:33:40.068414"
"2265",6331695,14063841,"Entire home/apt",NA,"Noe Valley",147,5,3,1,170,NA,37.742069,-122.430685,"2017-04-08 18:33:38.288275"
"2266",5589530,20545698,"Entire home/apt",NA,"Mission",134,5,3,0,150,NA,37.759899,-122.40781,"2017-04-08 18:33:38.270781"
"2267",1919372,7361314,"Entire home/apt",NA,"Haight Ashbury",194,5,2,0,175,NA,37.7757,-122.438472,"2017-04-08 18:33:36.968759"
"2268",4607177,23871959,"Entire home/apt",NA,"North Beach",130,5,2,0,149,NA,37.80154,-122.40481,"2017-04-08 18:33:36.944627"
"2269",3309722,5459289,"Entire home/apt",NA,"Glen Park",191,5,2,1,175,NA,37.738805,-122.425214,"2017-04-08 18:33:35.283622"
"2270",3720392,5020218,"Entire home/apt",NA,"Inner Sunset",117,5,2,1,149,NA,37.760991,-122.46521,"2017-04-08 18:33:35.281359"
"2271",1255826,6760803,"Entire home/apt",NA,"Western Addition",162,5,2,1,155,NA,37.770487,-122.428687,"2017-04-08 18:33:35.278592"
"2272",4710280,3694427,"Entire home/apt",NA,"Bernal Heights",118,5,2,1,165,NA,37.743254,-122.416393,"2017-04-08 18:33:35.273912"
"2273",2072177,12678886,"Entire home/apt",NA,"Marina",102,4.5,2,1,159,NA,37.806084,-122.44087,"2017-04-08 18:33:34.124100"
"2274",1246891,6794769,"Entire home/apt",NA,"Castro/Upper Market",121,5,2,1,169,NA,37.76393,-122.435022,"2017-04-08 18:33:34.096245"
"2275",1407881,1467308,"Entire home/apt",NA,"Castro/Upper Market",170,5,2,0,160,NA,37.763613,-122.430629,"2017-04-08 18:33:32.403667"
"2276",284117,1479905,"Entire home/apt",NA,"Noe Valley",136,4.5,2,1,130,NA,37.74334,-122.429316,"2017-04-08 18:32:13.574830"
"2277",4663060,10924383,"Entire home/apt",NA,"Noe Valley",139,4.5,4,1,140,NA,37.744713,-122.431336,"2017-04-08 18:31:47.049631"
"2278",971449,39920,"Entire home/apt",NA,"Inner Sunset",197,5,2,1,129,NA,37.763124,-122.46015,"2017-04-08 18:31:37.744966"
"2279",625935,1169300,"Entire home/apt",NA,"Mission",139,5,2,0,140,NA,37.757018,-122.421295,"2017-04-08 18:31:35.806487"
"2280",3780418,16440881,"Entire home/apt",NA,"South of Market",182,5,2,0,125,NA,37.775765,-122.415492,"2017-04-08 18:31:33.547938"
"2281",5346803,105051,"Entire home/apt",NA,"Western Addition",103,5,2,1,140,NA,37.773083,-122.434174,"2017-04-08 18:31:24.707419"
"2282",2274353,11611747,"Entire home/apt",NA,"Outer Mission",135,4.5,4,2,137,NA,37.726847,-122.437393,"2017-04-08 18:31:19.757701"
"2283",431632,2146065,"Entire home/apt",NA,"Outer Richmond",138,4.5,2,1,125,NA,37.781354,-122.482656,"2017-04-08 18:31:18.852055"
"2284",365275,451471,"Entire home/apt",NA,"Bernal Heights",158,4.5,3,0,125,NA,37.735012,-122.420447,"2017-04-08 18:31:18.831055"
"2285",1370128,4510183,"Entire home/apt",NA,"Western Addition",148,4.5,2,1,121,NA,37.775322,-122.426677,"2017-04-08 18:31:18.827951"
"2286",2356554,10436280,"Entire home/apt",NA,"Bernal Heights",106,5,2,1,125,NA,37.733518,-122.417064,"2017-04-08 18:31:16.439578"
"2288",980783,5371124,"Entire home/apt",NA,"Potrero Hill",131,5,2,1,190,NA,37.764602,-122.404146,"2017-04-08 18:52:40.838744"
"2289",1197716,1446786,"Entire home/apt",NA,"Inner Sunset",175,5,2,1,189,NA,37.763871,-122.460879,"2017-04-08 18:52:40.813541"
"2290",2253836,2202343,"Entire home/apt",NA,"Nob Hill",122,5,2,0,197,NA,37.791835,-122.419052,"2017-04-08 18:52:38.234726"
"2291",2628247,7960314,"Entire home/apt",NA,"Presidio Heights",199,4.5,2,1,180,NA,37.78512,-122.448633,"2017-04-08 18:35:19.829128"
"2292",699195,3413780,"Entire home/apt",NA,"Marina",131,5,3,1,150,NA,37.804331,-122.434688,"2017-04-08 18:35:14.843357"
"2293",450551,2237254,"Entire home/apt",NA,"Marina",157,4.5,2,1,150,NA,37.800623,-122.428658,"2017-04-08 18:35:09.820675"
"2294",1281167,6346492,"Entire home/apt",NA,"Downtown/Civic Center",162,5,4,0,180,NA,37.787294,-122.409437,"2017-04-08 18:35:04.638267"
"2295",394575,1190192,"Entire home/apt",NA,"Bernal Heights",259,5,4,1,149,NA,37.742481,-122.410688,"2017-04-08 18:34:52.464605"
"2296",4782281,77658,"Entire home/apt",NA,"Castro/Upper Market",124,4.5,4,2,180,NA,37.760316,-122.428858,"2017-04-08 18:34:51.287073"
"2297",4263551,373016,"Entire home/apt",NA,"Bernal Heights",101,5,4,1,158,NA,37.739149,-122.414846,"2017-04-08 18:34:49.522737"
"2298",57561,272890,"Entire home/apt",NA,"Bernal Heights",170,4.5,2,1,175,NA,37.747203,-122.41443,"2017-04-08 18:34:44.010873"
"2299",178740,791253,"Entire home/apt",NA,"Inner Richmond",105,5,2,1,178,NA,37.77818,-122.454203,"2017-04-08 18:34:42.622227"
"2300",23630,93257,"Entire home/apt",NA,"Castro/Upper Market",260,5,2,1,150,NA,37.75963,-122.441432,"2017-04-08 18:34:40.526408"
"2301",10035487,11346187,"Entire home/apt",NA,"Inner Sunset",107,5,4,1,145,NA,37.764033,-122.468027,"2017-04-08 18:34:29.025379"
"2302",5033949,10934623,"Entire home/apt",NA,"Haight Ashbury",121,4.5,7,3,150,NA,37.771249,-122.444696,"2017-04-08 18:34:28.302853"
"2303",1113230,3978747,"Entire home/apt",NA,"Castro/Upper Market",128,5,4,1,175,NA,37.762627,-122.427315,"2017-04-08 18:34:28.300909"
"2304",5045601,4656446,"Entire home/apt",NA,"Castro/Upper Market",101,4.5,4,1,149,NA,37.76516,-122.434726,"2017-04-08 18:34:26.652640"
"2305",467507,2320888,"Entire home/apt",NA,"Bernal Heights",129,5,2,1,145,NA,37.746868,-122.409644,"2017-04-08 18:34:26.638750"
"2307",3257886,15336469,"Entire home/apt",NA,"Outer Sunset",233,4.5,4,2,160,NA,37.763909,-122.497787,"2017-04-08 18:34:17.412714"
"2308",24723,100800,"Entire home/apt",NA,"Western Addition",192,5,4,1,170,NA,37.787165,-122.433861,"2017-04-08 18:34:16.693665"
"2309",208831,1028577,"Entire home/apt",NA,"Russian Hill",322,5,2,1,144,NA,37.802421,-122.414402,"2017-04-08 18:34:06.143705"
"2310",1831361,9578072,"Entire home/apt",NA,"Mission",140,5,2,0,185,NA,37.769255,-122.424218,"2017-04-08 18:52:38.264739"
"2311",1094481,5424774,"Entire home/apt",NA,"Bernal Heights",140,5,3,1,125,NA,37.738727,-122.416983,"2017-04-08 18:31:13.556926"
"2312",1926261,7272201,"Entire home/apt",NA,"Downtown/Civic Center",179,5,2,0,128,NA,37.782571,-122.422263,"2017-04-08 18:31:12.477690"
"2313",191632,583207,"Entire home/apt",NA,"Haight Ashbury",255,5,2,1,129,NA,37.773109,-122.449786,"2017-04-08 18:31:12.459719"
"2314",4269254,12798531,"Entire home/apt",NA,"Western Addition",133,5,2,1,135,NA,37.782972,-122.43156,"2017-04-08 18:31:11.018400"
"2315",1995316,10284322,"Entire home/apt",NA,"Bernal Heights",145,5,2,1,130,NA,37.746198,-122.411947,"2017-04-08 18:31:11.007473"
"2316",1725853,9095946,"Entire home/apt",NA,"Outer Sunset",263,5,4,1,129,NA,37.747328,-122.489515,"2017-04-08 18:31:09.627945"
"2317",4365969,22662933,"Entire home/apt",NA,"Bernal Heights",135,5,3,0,130,NA,37.733552,-122.430999,"2017-04-08 18:31:08.175802"
"2318",4359078,20850212,"Entire home/apt",NA,"Marina",112,4.5,4,1,129,NA,37.797532,-122.425342,"2017-04-08 18:31:01.276335"
"2319",773370,4080873,"Entire home/apt",NA,"Parkside",167,5,6,2,139,NA,37.744181,-122.477319,"2017-04-08 18:30:42.587209"
"2320",1421774,1513493,"Entire home/apt",NA,"Castro/Upper Market",213,5,2,0,135,NA,37.766499,-122.436063,"2017-04-08 18:30:42.580991"
"2321",929468,463637,"Entire home/apt",NA,"Castro/Upper Market",219,5,5,1,135,NA,37.759516,-122.445586,"2017-04-08 18:30:41.859011"
"2322",1841832,3192044,"Entire home/apt",NA,"Nob Hill",159,4.5,2,0,129,NA,37.794929,-122.415176,"2017-04-08 18:30:41.856315"
"2323",4022990,20850212,"Entire home/apt",NA,"Marina",116,4.5,4,1,129,NA,37.797442,-122.425354,"2017-04-08 18:30:41.849578"
"2324",515430,2538784,"Entire home/apt",NA,"Noe Valley",199,5,3,1,139,NA,37.744407,-122.428259,"2017-04-08 18:30:41.846539"
"2325",277339,1448282,"Entire home/apt",NA,"Outer Mission",244,5,3,1,140,NA,37.726814,-122.434191,"2017-04-08 18:30:41.839150"
"2326",1326577,1829037,"Entire home/apt",NA,"Ocean View",170,5,2,1,125,NA,37.719686,-122.451626,"2017-04-08 18:30:40.371105"
"2327",720811,93873,"Entire home/apt",NA,"Inner Richmond",129,5,2,1,129,NA,37.775711,-122.462961,"2017-04-08 18:30:40.359682"
"2328",2170688,9465457,"Entire home/apt",NA,"Noe Valley",145,5,4,0,135,NA,37.745609,-122.425622,"2017-04-08 18:30:38.932689"
"2329",5229280,13059334,"Entire home/apt",NA,"Parkside",120,4.5,4,1,139,NA,37.73886,-122.477766,"2017-04-08 18:30:37.277420"
"2330",238204,1248132,"Entire home/apt",NA,"Parkside",125,4.5,4,1,137,NA,37.741739,-122.504347,"2017-04-08 18:30:37.272376"
"2331",6423158,33511564,"Entire home/apt",NA,"West of Twin Peaks",135,5,3,0,139,NA,37.731303,-122.46152,"2017-04-08 18:30:37.269405"
"2332",41867,182972,"Entire home/apt",NA,"Western Addition",137,4.5,3,0,135,NA,37.776749,-122.425138,"2017-04-08 18:30:37.260022"
"2333",2461006,8360606,"Entire home/apt",NA,"Excelsior",132,4.5,3,1,125,NA,37.730838,-122.410478,"2017-04-08 18:30:37.250194"
"2334",3030653,15436573,"Entire home/apt",NA,"Mission",221,5,2,1,140,NA,37.767096,-122.424149,"2017-04-08 18:30:34.217939"
"2335",2518781,672097,"Entire home/apt",NA,"Bernal Heights",197,5,2,1,129,NA,37.742201,-122.419917,"2017-04-08 18:30:34.214954"
"2336",1596696,8513389,"Entire home/apt",NA,"Western Addition",141,5,3,1,140,NA,37.780241,-122.443452,"2017-04-08 18:30:33.559838"
"2337",3611131,18196029,"Entire home/apt",NA,"Western Addition",131,4.5,2,1,133,NA,37.778269,-122.43966,"2017-04-08 18:30:33.556945"
"2338",9752333,22498293,"Entire home/apt",NA,"Noe Valley",110,5,2,0,135,NA,37.745598,-122.432302,"2017-04-08 18:30:33.540807"
"2339",1556680,8286990,"Entire home/apt",NA,"Outer Richmond",192,5,8,2,135,NA,37.773732,-122.499641,"2017-04-08 18:30:33.536252"
"2340",59344,284917,"Entire home/apt",NA,"Noe Valley",188,5,2,1,135,NA,37.745655,-122.428644,"2017-04-08 18:30:33.531274"
"2341",727866,1743076,"Entire home/apt",NA,"Outer Sunset",294,5,2,1,129,NA,37.747806,-122.503161,"2017-04-08 18:30:32.135173"
"2342",348714,78610,"Entire home/apt",NA,"Haight Ashbury",237,5,4,1,127,NA,37.773065,-122.442933,"2017-04-08 18:30:32.129257"
"2343",1755158,9230402,"Entire home/apt",NA,"Outer Richmond",130,4.5,3,1,125,NA,37.775051,-122.498288,"2017-04-08 18:30:32.107090"
"2344",992676,3306715,"Entire home/apt",NA,"Glen Park",342,5,2,1,135,NA,37.73485,-122.434065,"2017-04-08 18:30:31.257748"
"2345",678556,3453060,"Entire home/apt",NA,"Haight Ashbury",247,5,2,1,130,NA,37.774313,-122.452362,"2017-04-08 18:30:31.250599"
"2347",9313952,48344692,"Entire home/apt",NA,"Inner Richmond",111,4.5,3,1,101,NA,37.784072,-122.463685,"2017-04-08 18:30:21.992913"
"2348",9225,29674,"Entire home/apt",NA,"Potrero Hill",334,4.5,2,1,150,NA,37.762589,-122.405431,"2017-04-08 18:34:31.295990"
"2349",1337098,875149,"Entire home/apt",NA,"Outer Sunset",131,4.5,4,1,159,NA,37.761497,-122.503735,"2017-04-08 18:34:29.063177"
"2350",6357895,15767665,"Entire home/apt",NA,"Mission",103,5,2,0,175,NA,37.755465,-122.408954,"2017-04-08 18:34:29.047451"
"2351",465723,305557,"Entire home/apt",NA,"Parkside",290,5,3,1,150,NA,37.738533,-122.471659,"2017-04-08 18:33:32.387415"
"2352",4614763,75978,"Entire home/apt",NA,"Mission",183,5,4,1,165,NA,37.753007,-122.40405,"2017-04-08 18:33:30.796953"
"2353",4069838,6782071,"Entire home/apt",NA,"Outer Mission",223,5,4,2,160,NA,37.726708,-122.435376,"2017-04-08 18:33:30.792300"
"2354",1578597,8390846,"Entire home/apt",NA,"Potrero Hill",270,5,2,0,169,NA,37.758577,-122.401522,"2017-04-08 18:33:30.782749"
"2355",5549826,28696652,"Entire home/apt",NA,"Castro/Upper Market",174,5,2,0,170,NA,37.764026,-122.435608,"2017-04-08 18:33:27.962602"
"2356",4615244,16277562,"Entire home/apt",NA,"Ocean View",146,5,4,2,124,NA,37.708629,-122.461254,"2017-04-08 18:33:19.509928"
"2357",1489501,6778904,"Entire home/apt",NA,"Outer Sunset",124,4.5,3,1,135,NA,37.749134,-122.507147,"2017-04-08 18:33:08.130821"
"2358",352165,1783772,"Entire home/apt",NA,"Castro/Upper Market",131,4.5,3,1,115,NA,37.758133,-122.435501,"2017-04-08 18:30:18.210361"
"2359",7514742,39370274,"Entire home/apt",NA,"Bayview",105,5,4,1,120,NA,37.73192,-122.388212,"2017-04-08 18:30:14.142131"
"2360",7222704,30610362,"Entire home/apt",NA,"Outer Richmond",103,5,2,1,105,NA,37.782867,-122.483463,"2017-04-08 18:30:12.159593"
"2361",7129539,33437796,"Entire home/apt",NA,"Noe Valley",106,4.5,4,1,119,NA,37.747203,-122.434137,"2017-04-08 18:29:55.077695"
"2362",808660,1607501,"Entire home/apt",NA,"Western Addition",190,4.5,2,1,105,NA,37.784603,-122.443887,"2017-04-08 18:29:40.982012"
"2363",185289,783203,"Entire home/apt",NA,"Mission",208,4.5,2,1,115,NA,37.76467,-122.422802,"2017-04-08 18:29:40.979024"
"2364",6092596,31603026,"Entire home/apt",NA,"Mission",199,5,2,1,119,NA,37.763796,-122.426143,"2017-04-08 18:29:39.500377"
"2365",3721927,5020218,"Entire home/apt",NA,"Inner Sunset",140,5,2,1,108,NA,37.759266,-122.463112,"2017-04-08 18:29:39.485996"
"2366",1830541,9574679,"Entire home/apt",NA,"Inner Richmond",159,5,3,1,110,NA,37.778448,-122.468927,"2017-04-08 18:29:39.476689"
"2367",2166428,10934623,"Entire home/apt",NA,"Haight Ashbury",121,5,4,1,98,NA,37.766876,-122.446457,"2017-04-08 18:29:29.324729"
"2369",504643,2488982,"Entire home/apt",NA,"Outer Sunset",140,5,2,1,99,NA,37.757811,-122.485814,"2017-04-08 18:29:27.704540"
"2370",4526608,746254,"Entire home/apt",NA,"Bayview",141,4.5,3,1,95,NA,37.734297,-122.38795,"2017-04-08 18:29:27.695675"
"2371",499096,2463273,"Entire home/apt",NA,"Mission",113,5,2,1,100,NA,37.758528,-122.423871,"2017-04-08 18:29:27.692885"
"2372",4171151,12960258,"Entire home/apt",NA,"Downtown/Civic Center",149,4.5,5,1,129,NA,37.788467,-122.41388,"2017-04-08 18:30:53.397014"
"2373",77175,395569,"Entire home/apt",NA,"Glen Park",188,5,2,1,135,NA,37.738382,-122.433752,"2017-04-08 18:30:52.531904"
"2374",102507,401524,"Entire home/apt",NA,"Mission",102,4.5,4,1,125,NA,37.750309,-122.419023,"2017-04-08 18:30:49.383849"
"2375",680288,3463569,"Entire home/apt",NA,"Mission",174,5,2,1,140,NA,37.75192,-122.413651,"2017-04-08 18:30:49.374850"
"2376",4287481,357468,"Entire home/apt",NA,"Outer Sunset",144,4.5,4,1,140,NA,37.762953,-122.483243,"2017-04-08 18:30:48.030712"
"2377",4252808,3059177,"Entire home/apt",NA,"Outer Sunset",106,5,3,1,130,NA,37.75734,-122.508541,"2017-04-08 18:30:46.773723"
"2378",1510363,7303214,"Entire home/apt",NA,"Outer Mission",152,5,4,2,140,NA,37.728568,-122.452149,"2017-04-08 18:30:46.761503"
"2379",479072,210275,"Entire home/apt",NA,"Castro/Upper Market",115,4.5,2,0,129,NA,37.757556,-122.436397,"2017-04-08 18:30:43.575979"
"2380",4617719,8515925,"Entire home/apt",NA,"Excelsior",174,5,6,2,139,NA,37.732195,-122.408153,"2017-04-08 18:30:43.567392"
"2381",233431,1221845,"Entire home/apt",NA,"Outer Mission",107,5,4,1,130,NA,37.728473,-122.440788,"2017-04-08 18:30:43.557585"
"2382",910338,4883363,"Entire home/apt",NA,"Downtown/Civic Center",193,4.5,2,1,136,NA,37.787155,-122.411901,"2017-04-08 18:30:42.612525"
"2383",162934,778281,"Entire home/apt",NA,"Outer Richmond",123,4.5,2,1,85,NA,37.777606,-122.503784,"2017-04-08 18:29:25.848186"
"2384",1738415,3273603,"Entire home/apt",NA,"Western Addition",241,5,4,1,92,NA,37.77358,-122.428064,"2017-04-08 18:29:25.028758"
"2385",1356129,7361147,"Entire home/apt",NA,"Mission",133,4.5,2,1,98,NA,37.750835,-122.423411,"2017-04-08 18:29:23.505078"
"2386",11186588,55983066,"Entire home/apt",NA,"Inner Richmond",104,4.5,2,1,98,NA,37.779179,-122.477443,"2017-04-08 18:29:23.497292"
"2387",2119773,2501567,"Entire home/apt",NA,"Ocean View",166,5,4,2,95,NA,37.718469,-122.451813,"2017-04-08 18:29:23.486304"
"2388",8351923,8146166,"Entire home/apt",NA,"West of Twin Peaks",106,5,2,0,99,NA,37.742877,-122.461469,"2017-04-08 18:29:23.471935"
"2389",3759246,19246456,"Entire home/apt",NA,"Outer Sunset",137,4.5,2,0,99,NA,37.755747,-122.479168,"2017-04-08 18:29:22.129348"
"2390",9315872,48353049,"Entire home/apt",NA,"Inner Richmond",106,4.5,2,0,75,NA,37.774305,-122.466002,"2017-04-08 18:29:15.933576"
